name_display,name_pretty,state,countyFIPS
"Alcona County, MI",Alcona County,MI,26001
"Alger County, MI",Alger County,MI,26003
"Allegan County, MI",Allegan County,MI,26005
"Alpena County, MI",Alpena County,MI,26007
"Antrim County, MI",Antrim County,MI,26009
"Arenac County, MI",Arenac County,MI,26011
"Baraga County, MI",Baraga County,MI,26013
"Barry County, MI",Barry County,MI,26015
"Bay County, MI",Bay County,MI,26017
"Benzie County, MI",Benzie County,MI,26019
"Berrien County, MI",Berrien County,MI,26021
"Branch County, MI",Branch County,MI,26023
"Calhoun County, MI",Calhoun County,MI,26025
"Cass County, MI",Cass County,MI,26027
"Charlevoix County, MI",Charlevoix County,MI,26029
"Cheboygan County, MI",Cheboygan County,MI,26031
"Chippewa County, MI",Chippewa County,MI,26033
"Clare County, MI",Clare County,MI,26035
"Clinton County, MI",Clinton County,MI,26037
"Crawford County, MI",Crawford County,MI,26039
"Delta County, MI",Delta County,MI,26041
"Dickinson County, MI",Dickinson County,MI,26043
"Eaton County, MI",Eaton County,MI,26045
"Emmet County, MI",Emmet County,MI,26047
"Genesee County, MI",Genesee County,MI,26049
"Gladwin County, MI",Gladwin County,MI,26051
"Gogebic County, MI",Gogebic County,MI,26053
"Grand Traverse County, MI",Grand Traverse County,MI,26055
"Gratiot County, MI",Gratiot County,MI,26057
"Hillsdale County, MI",Hillsdale County,MI,26059
"Houghton County, MI",Houghton County,MI,26061
"Huron County, MI",Huron County,MI,26063
"Ingham County, MI",Ingham County,MI,26065
"Ionia County, MI",Ionia County,MI,26067
"Iosco County, MI",Iosco County,MI,26069
"Iron County, MI",Iron County,MI,26071
"Isabella County, MI",Isabella County,MI,26073
"Jackson County, MI",Jackson County,MI,26075
"Kalamazoo County, MI",Kalamazoo County,MI,26077
"Kalkaska County, MI",Kalkaska County,MI,26079
"Kent County, MI",Kent County,MI,26081
"Keweenaw County, MI",Keweenaw County,MI,26083
"Lake County, MI",Lake County,MI,26085
"Lapeer County, MI",Lapeer County,MI,26087
"Leelanau County, MI",Leelanau County,MI,26089
"Lenawee County, MI",Lenawee County,MI,26091
"Livingston County, MI",Livingston County,MI,26093
"Luce County, MI",Luce County,MI,26095
"Mackinac County, MI",Mackinac County,MI,26097
"Macomb County, MI",Macomb County,MI,26099
"Manistee County, MI",Manistee County,MI,26101
"Marquette County, MI",Marquette County,MI,26103
"Mason County, MI",Mason County,MI,26105
"Mecosta County, MI",Mecosta County,MI,26107
"Menominee County, MI",Menominee County,MI,26109
"Midland County, MI",Midland County,MI,26111
"Missaukee County, MI",Missaukee County,MI,26113
"Monroe County, MI",Monroe County,MI,26115
"Montcalm County, MI",Montcalm County,MI,26117
"Montmorency County, MI",Montmorency County,MI,26119
"Muskegon County, MI",Muskegon County,MI,26121
"Newaygo County, MI",Newaygo County,MI,26123
"Oakland County, MI",Oakland County,MI,26125
"Oceana County, MI",Oceana County,MI,26127
"Ogemaw County, MI",Ogemaw County,MI,26129
"Ontonagon County, MI",Ontonagon County,MI,26131
"Osceola County, MI",Osceola County,MI,26133
"Oscoda County, MI",Oscoda County,MI,26135
"Otsego County, MI",Otsego County,MI,26137
"Ottawa County, MI",Ottawa County,MI,26139
"Presque Isle County, MI",Presque Isle County,MI,26141
"Roscommon County, MI",Roscommon County,MI,26143
"Saginaw County, MI",Saginaw County,MI,26145
"St. Clair County, MI",St. Clair County,MI,26147
"St. Joseph County, MI",St. Joseph County,MI,26149
"Sanilac County, MI",Sanilac County,MI,26151
"Schoolcraft County, MI",Schoolcraft County,MI,26153
"Shiawassee County, MI",Shiawassee County,MI,26155
"Tuscola County, MI",Tuscola County,MI,26157
"Van Buren County, MI",Van Buren County,MI,26159
"Washtenaw County, MI",Washtenaw County,MI,26161
"Wayne County, MI",Wayne County,MI,26163
"Wexford County, MI",Wexford County,MI,26165
"Aitkin County, MN",Aitkin County,MN,27001
"Anoka County, MN",Anoka County,MN,27003
"Becker County, MN",Becker County,MN,27005
"Beltrami County, MN",Beltrami County,MN,27007
"Benton County, MN",Benton County,MN,27009
"Big Stone County, MN",Big Stone County,MN,27011
"Blue Earth County, MN",Blue Earth County,MN,27013
"Brown County, MN",Brown County,MN,27015
"Carlton County, MN",Carlton County,MN,27017
"Carver County, MN",Carver County,MN,27019
"Cass County, MN",Cass County,MN,27021
"Chippewa County, MN",Chippewa County,MN,27023
"Chisago County, MN",Chisago County,MN,27025
"Clay County, MN",Clay County,MN,27027
"Clearwater County, MN",Clearwater County,MN,27029
"Cook County, MN",Cook County,MN,27031
"Cottonwood County, MN",Cottonwood County,MN,27033
"Crow Wing County, MN",Crow Wing County,MN,27035
"Dakota County, MN",Dakota County,MN,27037
"Dodge County, MN",Dodge County,MN,27039
"Douglas County, MN",Douglas County,MN,27041
"Faribault County, MN",Faribault County,MN,27043
"Fillmore County, MN",Fillmore County,MN,27045
"Freeborn County, MN",Freeborn County,MN,27047
"Goodhue County, MN",Goodhue County,MN,27049
"Grant County, MN",Grant County,MN,27051
"Hennepin County, MN",Hennepin County,MN,27053
"Houston County, MN",Houston County,MN,27055
"Hubbard County, MN",Hubbard County,MN,27057
"Isanti County, MN",Isanti County,MN,27059
"Itasca County, MN",Itasca County,MN,27061
"Jackson County, MN",Jackson County,MN,27063
"Kanabec County, MN",Kanabec County,MN,27065
"Kandiyohi County, MN",Kandiyohi County,MN,27067
"Kittson County, MN",Kittson County,MN,27069
"Koochiching County, MN",Koochiching County,MN,27071
"Lac Qui Parle County, MN",Lac Qui Parle County,MN,27073
"Lake County, MN",Lake County,MN,27075
"Lake of the Woods County, MN",Lake of the Woods County,MN,27077
"Le Sueur County, MN",Le Sueur County,MN,27079
"Lincoln County, MN",Lincoln County,MN,27081
"Lyon County, MN",Lyon County,MN,27083
"McLeod County, MN",McLeod County,MN,27085
"Mahnomen County, MN",Mahnomen County,MN,27087
"Marshall County, MN",Marshall County,MN,27089
"Martin County, MN",Martin County,MN,27091
"Meeker County, MN",Meeker County,MN,27093
"Mille Lacs County, MN",Mille Lacs County,MN,27095
"Morrison County, MN",Morrison County,MN,27097
"Mower County, MN",Mower County,MN,27099
"Murray County, MN",Murray County,MN,27101
"Nicollet County, MN",Nicollet County,MN,27103
"Nobles County, MN",Nobles County,MN,27105
"Norman County, MN",Norman County,MN,27107
"Olmsted County, MN",Olmsted County,MN,27109
"Otter Tail County, MN",Otter Tail County,MN,27111
"Pennington County, MN",Pennington County,MN,27113
"Pine County, MN",Pine County,MN,27115
"Pipestone County, MN",Pipestone County,MN,27117
"Polk County, MN",Polk County,MN,27119
"Pope County, MN",Pope County,MN,27121
"Ramsey County, MN",Ramsey County,MN,27123
"Red Lake County, MN",Red Lake County,MN,27125
"Redwood County, MN",Redwood County,MN,27127
"Renville County, MN",Renville County,MN,27129
"Rice County, MN",Rice County,MN,27131
"Rock County, MN",Rock County,MN,27133
"Roseau County, MN",Roseau County,MN,27135
"St. Louis County, MN",St. Louis County,MN,27137
"Scott County, MN",Scott County,MN,27139
"Sherburne County, MN",Sherburne County,MN,27141
"Sibley County, MN",Sibley County,MN,27143
"Stearns County, MN",Stearns County,MN,27145
"Steele County, MN",Steele County,MN,27147
"Stevens County, MN",Stevens County,MN,27149
"Swift County, MN",Swift County,MN,27151
"Todd County, MN",Todd County,MN,27153
"Traverse County, MN",Traverse County,MN,27155
"Wabasha County, MN",Wabasha County,MN,27157
"Wadena County, MN",Wadena County,MN,27159
"Waseca County, MN",Waseca County,MN,27161
"Washington County, MN",Washington County,MN,27163
"Watonwan County, MN",Watonwan County,MN,27165
"Wilkin County, MN",Wilkin County,MN,27167
"Winona County, MN",Winona County,MN,27169
"Wright County, MN",Wright County,MN,27171
"Yellow Medicine County, MN",Yellow Medicine County,MN,27173
"Adams County, MS",Adams County,MS,28001
"Alcorn County, MS",Alcorn County,MS,28003
"Amite County, MS",Amite County,MS,28005
"Attala County, MS",Attala County,MS,28007
"Benton County, MS",Benton County,MS,28009
"Bolivar County, MS",Bolivar County,MS,28011
"Calhoun County, MS",Calhoun County,MS,28013
"Carroll County, MS",Carroll County,MS,28015
"Chickasaw County, MS",Chickasaw County,MS,28017
"Choctaw County, MS",Choctaw County,MS,28019
"Claiborne County, MS",Claiborne County,MS,28021
"Clarke County, MS",Clarke County,MS,28023
"Clay County, MS",Clay County,MS,28025
"Coahoma County, MS",Coahoma County,MS,28027
"Copiah County, MS",Copiah County,MS,28029
"Covington County, MS",Covington County,MS,28031
"DeSoto County, MS",DeSoto County,MS,28033
"Forrest County, MS",Forrest County,MS,28035
"Franklin County, MS",Franklin County,MS,28037
"George County, MS",George County,MS,28039
"Greene County, MS",Greene County,MS,28041
"Grenada County, MS",Grenada County,MS,28043
"Hancock County, MS",Hancock County,MS,28045
"Harrison County, MS",Harrison County,MS,28047
"Hinds County, MS",Hinds County,MS,28049
"Holmes County, MS",Holmes County,MS,28051
"Humphreys County, MS",Humphreys County,MS,28053
"Issaquena County, MS",Issaquena County,MS,28055
"Itawamba County, MS",Itawamba County,MS,28057
"Jackson County, MS",Jackson County,MS,28059
"Jasper County, MS",Jasper County,MS,28061
"Jefferson County, MS",Jefferson County,MS,28063
"Jefferson Davis County, MS",Jefferson Davis County,MS,28065
"Jones County, MS",Jones County,MS,28067
"Kemper County, MS",Kemper County,MS,28069
"Lafayette County, MS",Lafayette County,MS,28071
"Lamar County, MS",Lamar County,MS,28073
"Lauderdale County, MS",Lauderdale County,MS,28075
"Lawrence County, MS",Lawrence County,MS,28077
"Leake County, MS",Leake County,MS,28079
"Lee County, MS",Lee County,MS,28081
"Leflore County, MS",Leflore County,MS,28083
"Lincoln County, MS",Lincoln County,MS,28085
"Lowndes County, MS",Lowndes County,MS,28087
"Madison County, MS",Madison County,MS,28089
"Marion County, MS",Marion County,MS,28091
"Marshall County, MS",Marshall County,MS,28093
"Monroe County, MS",Monroe County,MS,28095
"Montgomery County, MS",Montgomery County,MS,28097
"Neshoba County, MS",Neshoba County,MS,28099
"Newton County, MS",Newton County,MS,28101
"Noxubee County, MS",Noxubee County,MS,28103
"Oktibbeha County, MS",Oktibbeha County,MS,28105
"Panola County, MS",Panola County,MS,28107
"Pearl River County, MS",Pearl River County,MS,28109
"Perry County, MS",Perry County,MS,28111
"Pike County, MS",Pike County,MS,28113
"Pontotoc County, MS",Pontotoc County,MS,28115
"Prentiss County, MS",Prentiss County,MS,28117
"Quitman County, MS",Quitman County,MS,28119
"Rankin County, MS",Rankin County,MS,28121
"Scott County, MS",Scott County,MS,28123
"Sharkey County, MS",Sharkey County,MS,28125
"Simpson County, MS",Simpson County,MS,28127
"Smith County, MS",Smith County,MS,28129
"Stone County, MS",Stone County,MS,28131
"Sunflower County, MS",Sunflower County,MS,28133
"Tallahatchie County, MS",Tallahatchie County,MS,28135
"Tate County, MS",Tate County,MS,28137
"Tippah County, MS",Tippah County,MS,28139
"Tishomingo County, MS",Tishomingo County,MS,28141
"Tunica County, MS",Tunica County,MS,28143
"Union County, MS",Union County,MS,28145
"Walthall County, MS",Walthall County,MS,28147
"Warren County, MS",Warren County,MS,28149
"Washington County, MS",Washington County,MS,28151
"Wayne County, MS",Wayne County,MS,28153
"Webster County, MS",Webster County,MS,28155
"Wilkinson County, MS",Wilkinson County,MS,28157
"Winston County, MS",Winston County,MS,28159
"Yalobusha County, MS",Yalobusha County,MS,28161
"Yazoo County, MS",Yazoo County,MS,28163
"Adair County, MO",Adair County,MO,29001
"Andrew County, MO",Andrew County,MO,29003
"Atchison County, MO",Atchison County,MO,29005
"Audrain County, MO",Audrain County,MO,29007
"Barry County, MO",Barry County,MO,29009
"Barton County, MO",Barton County,MO,29011
"Bates County, MO",Bates County,MO,29013
"Benton County, MO",Benton County,MO,29015
"Bollinger County, MO",Bollinger County,MO,29017
"Boone County, MO",Boone County,MO,29019
"Buchanan County, MO",Buchanan County,MO,29021
"Butler County, MO",Butler County,MO,29023
"Caldwell County, MO",Caldwell County,MO,29025
"Callaway County, MO",Callaway County,MO,29027
"Camden County, MO",Camden County,MO,29029
"Cape Girardeau County, MO",Cape Girardeau County,MO,29031
"Carroll County, MO",Carroll County,MO,29033
"Carter County, MO",Carter County,MO,29035
"Cass County, MO",Cass County,MO,29037
"Cedar County, MO",Cedar County,MO,29039
"Chariton County, MO",Chariton County,MO,29041
"Christian County, MO",Christian County,MO,29043
"Clark County, MO",Clark County,MO,29045
"Clay County, MO",Clay County,MO,29047
"Clinton County, MO",Clinton County,MO,29049
"Cole County, MO",Cole County,MO,29051
"Cooper County, MO",Cooper County,MO,29053
"Crawford County, MO",Crawford County,MO,29055
"Dade County, MO",Dade County,MO,29057
"Dallas County, MO",Dallas County,MO,29059
"Daviess County, MO",Daviess County,MO,29061
"DeKalb County, MO",DeKalb County,MO,29063
"Dent County, MO",Dent County,MO,29065
"Douglas County, MO",Douglas County,MO,29067
"Dunklin County, MO",Dunklin County,MO,29069
"Franklin County, MO",Franklin County,MO,29071
"Gasconade County, MO",Gasconade County,MO,29073
"Gentry County, MO",Gentry County,MO,29075
"Greene County, MO",Greene County,MO,29077
"Grundy County, MO",Grundy County,MO,29079
"Harrison County, MO",Harrison County,MO,29081
"Henry County, MO",Henry County,MO,29083
"Hickory County, MO",Hickory County,MO,29085
"Holt County, MO",Holt County,MO,29087
"Howard County, MO",Howard County,MO,29089
"Howell County, MO",Howell County,MO,29091
"Iron County, MO",Iron County,MO,29093
"Jackson County (including other portions of Kansas City), MO",Jackson County (including other portions of Kansas City),MO,29095
"Jasper County, MO",Jasper County,MO,29097
"Jefferson County, MO",Jefferson County,MO,29099
"Johnson County, MO",Johnson County,MO,29101
"Knox County, MO",Knox County,MO,29103
"Laclede County, MO",Laclede County,MO,29105
"Lafayette County, MO",Lafayette County,MO,29107
"Lawrence County, MO",Lawrence County,MO,29109
"Lewis County, MO",Lewis County,MO,29111
"Lincoln County, MO",Lincoln County,MO,29113
"Linn County, MO",Linn County,MO,29115
"Livingston County, MO",Livingston County,MO,29117
"McDonald County, MO",McDonald County,MO,29119
"Macon County, MO",Macon County,MO,29121
"Madison County, MO",Madison County,MO,29123
"Maries County, MO",Maries County,MO,29125
"Marion County, MO",Marion County,MO,29127
"Mercer County, MO",Mercer County,MO,29129
"Miller County, MO",Miller County,MO,29131
"Mississippi County, MO",Mississippi County,MO,29133
"Moniteau County, MO",Moniteau County,MO,29135
"Monroe County, MO",Monroe County,MO,29137
"Montgomery County, MO",Montgomery County,MO,29139
"Morgan County, MO",Morgan County,MO,29141
"New Madrid County, MO",New Madrid County,MO,29143
"Newton County, MO",Newton County,MO,29145
"Nodaway County, MO",Nodaway County,MO,29147
"Oregon County, MO",Oregon County,MO,29149
"Osage County, MO",Osage County,MO,29151
"Ozark County, MO",Ozark County,MO,29153
"Pemiscot County, MO",Pemiscot County,MO,29155
"Perry County, MO",Perry County,MO,29157
"Pettis County, MO",Pettis County,MO,29159
"Phelps County, MO",Phelps County,MO,29161
"Pike County, MO",Pike County,MO,29163
"Platte County, MO",Platte County,MO,29165
"Polk County, MO",Polk County,MO,29167
"Pulaski County, MO",Pulaski County,MO,29169
"Putnam County, MO",Putnam County,MO,29171
"Ralls County, MO",Ralls County,MO,29173
"Randolph County, MO",Randolph County,MO,29175
"Ray County, MO",Ray County,MO,29177
"Reynolds County, MO",Reynolds County,MO,29179
"Ripley County, MO",Ripley County,MO,29181
"St. Charles County, MO",St. Charles County,MO,29183
"St. Clair County, MO",St. Clair County,MO,29185
"Ste. Genevieve County, MO",Ste. Genevieve County,MO,29186
"St. Francois County, MO",St. Francois County,MO,29187
"St. Louis County, MO",St. Louis County,MO,29189
"Saline County, MO",Saline County,MO,29195
"Schuyler County, MO",Schuyler County,MO,29197
"Scotland County, MO",Scotland County,MO,29199
"Scott County, MO",Scott County,MO,29201
"Shannon County, MO",Shannon County,MO,29203
"Shelby County, MO",Shelby County,MO,29205
"Stoddard County, MO",Stoddard County,MO,29207
"Stone County, MO",Stone County,MO,29209
"Sullivan County, MO",Sullivan County,MO,29211
"Taney County, MO",Taney County,MO,29213
"Texas County, MO",Texas County,MO,29215
"Vernon County, MO",Vernon County,MO,29217
"Warren County, MO",Warren County,MO,29219
"Washington County, MO",Washington County,MO,29221
"Wayne County, MO",Wayne County,MO,29223
"Webster County, MO",Webster County,MO,29225
"Worth County, MO",Worth County,MO,29227
"Wright County, MO",Wright County,MO,29229
"City of St. Louis, MO",City of St. Louis,MO,29510
"Beaverhead County, MT",Beaverhead County,MT,30001
"Big Horn County, MT",Big Horn County,MT,30003
"Blaine County, MT",Blaine County,MT,30005
"Broadwater County, MT",Broadwater County,MT,30007
"Carbon County, MT",Carbon County,MT,30009
"Carter County, MT",Carter County,MT,30011
"Cascade County, MT",Cascade County,MT,30013
"Chouteau County, MT",Chouteau County,MT,30015
"Custer County, MT",Custer County,MT,30017
"Daniels County, MT",Daniels County,MT,30019
"Dawson County, MT",Dawson County,MT,30021
"Deer Lodge County, MT",Deer Lodge County,MT,30023
"Fallon County, MT",Fallon County,MT,30025
"Fergus County, MT",Fergus County,MT,30027
"Flathead County, MT",Flathead County,MT,30029
"Gallatin County, MT",Gallatin County,MT,30031
"Garfield County, MT",Garfield County,MT,30033
"Glacier County, MT",Glacier County,MT,30035
"Golden Valley County, MT",Golden Valley County,MT,30037
"Granite County, MT",Granite County,MT,30039
"Hill County, MT",Hill County,MT,30041
"Jefferson County, MT",Jefferson County,MT,30043
"Judith Basin County, MT",Judith Basin County,MT,30045
"Lake County, MT",Lake County,MT,30047
"Lewis and Clark County, MT",Lewis and Clark County,MT,30049
"Liberty County, MT",Liberty County,MT,30051
"Lincoln County, MT",Lincoln County,MT,30053
"McCone County, MT",McCone County,MT,30055
"Madison County, MT",Madison County,MT,30057
"Meagher County, MT",Meagher County,MT,30059
"Mineral County, MT",Mineral County,MT,30061
"Missoula County, MT",Missoula County,MT,30063
"Musselshell County, MT",Musselshell County,MT,30065
"Park County, MT",Park County,MT,30067
"Petroleum County, MT",Petroleum County,MT,30069
"Phillips County, MT",Phillips County,MT,30071
"Pondera County, MT",Pondera County,MT,30073
"Powder River County, MT",Powder River County,MT,30075
"Powell County, MT",Powell County,MT,30077
"Prairie County, MT",Prairie County,MT,30079
"Ravalli County, MT",Ravalli County,MT,30081
"Richland County, MT",Richland County,MT,30083
"Roosevelt County, MT",Roosevelt County,MT,30085
"Rosebud County, MT",Rosebud County,MT,30087
"Sanders County, MT",Sanders County,MT,30089
"Sheridan County, MT",Sheridan County,MT,30091
"Silver Bow County, MT",Silver Bow County,MT,30093
"Stillwater County, MT",Stillwater County,MT,30095
"Sweet Grass County, MT",Sweet Grass County,MT,30097
"Teton County, MT",Teton County,MT,30099
"Toole County, MT",Toole County,MT,30101
"Treasure County, MT",Treasure County,MT,30103
"Valley County, MT",Valley County,MT,30105
"Wheatland County, MT",Wheatland County,MT,30107
"Wibaux County, MT",Wibaux County,MT,30109
"Yellowstone County, MT",Yellowstone County,MT,30111
"Adams County, NE",Adams County,NE,31001
"Antelope County, NE",Antelope County,NE,31003
"Arthur County, NE",Arthur County,NE,31005
"Banner County, NE",Banner County,NE,31007
"Blaine County, NE",Blaine County,NE,31009
"Boone County, NE",Boone County,NE,31011
"Box Butte County, NE",Box Butte County,NE,31013
"Boyd County, NE",Boyd County,NE,31015
"Brown County, NE",Brown County,NE,31017
"Buffalo County, NE",Buffalo County,NE,31019
"Burt County, NE",Burt County,NE,31021
"Butler County, NE",Butler County,NE,31023
"Cass County, NE",Cass County,NE,31025
"Cedar County, NE",Cedar County,NE,31027
"Chase County, NE",Chase County,NE,31029
"Cherry County, NE",Cherry County,NE,31031
"Cheyenne County, NE",Cheyenne County,NE,31033
"Clay County, NE",Clay County,NE,31035
"Colfax County, NE",Colfax County,NE,31037
"Cuming County, NE",Cuming County,NE,31039
"Custer County, NE",Custer County,NE,31041
"Dakota County, NE",Dakota County,NE,31043
"Dawes County, NE",Dawes County,NE,31045
"Dawson County, NE",Dawson County,NE,31047
"Deuel County, NE",Deuel County,NE,31049
"Dixon County, NE",Dixon County,NE,31051
"Dodge County, NE",Dodge County,NE,31053
"Douglas County, NE",Douglas County,NE,31055
"Dundy County, NE",Dundy County,NE,31057
"Fillmore County, NE",Fillmore County,NE,31059
"Franklin County, NE",Franklin County,NE,31061
"Frontier County, NE",Frontier County,NE,31063
"Furnas County, NE",Furnas County,NE,31065
"Gage County, NE",Gage County,NE,31067
"Garden County, NE",Garden County,NE,31069
"Garfield County, NE",Garfield County,NE,31071
"Gosper County, NE",Gosper County,NE,31073
"Grant County, NE",Grant County,NE,31075
"Greeley County, NE",Greeley County,NE,31077
"Hall County, NE",Hall County,NE,31079
"Hamilton County, NE",Hamilton County,NE,31081
"Harlan County, NE",Harlan County,NE,31083
"Hayes County, NE",Hayes County,NE,31085
"Hitchcock County, NE",Hitchcock County,NE,31087
"Holt County, NE",Holt County,NE,31089
"Hooker County, NE",Hooker County,NE,31091
"Howard County, NE",Howard County,NE,31093
"Jefferson County, NE",Jefferson County,NE,31095
"Johnson County, NE",Johnson County,NE,31097
"Kearney County, NE",Kearney County,NE,31099
"Keith County, NE",Keith County,NE,31101
"Keya Paha County, NE",Keya Paha County,NE,31103
"Kimball County, NE",Kimball County,NE,31105
"Knox County, NE",Knox County,NE,31107
"Lancaster County, NE",Lancaster County,NE,31109
"Lincoln County, NE",Lincoln County,NE,31111
"Logan County, NE",Logan County,NE,31113
"Loup County, NE",Loup County,NE,31115
"McPherson County, NE",McPherson County,NE,31117
"Madison County, NE",Madison County,NE,31119
"Merrick County, NE",Merrick County,NE,31121
"Morrill County, NE",Morrill County,NE,31123
"Nance County, NE",Nance County,NE,31125
"Nemaha County, NE",Nemaha County,NE,31127
"Nuckolls County, NE",Nuckolls County,NE,31129
"Otoe County, NE",Otoe County,NE,31131
"Pawnee County, NE",Pawnee County,NE,31133
"Perkins County, NE",Perkins County,NE,31135
"Phelps County, NE",Phelps County,NE,31137
"Pierce County, NE",Pierce County,NE,31139
"Platte County, NE",Platte County,NE,31141
"Polk County, NE",Polk County,NE,31143
"Red Willow County, NE",Red Willow County,NE,31145
"Richardson County, NE",Richardson County,NE,31147
"Rock County, NE",Rock County,NE,31149
"Saline County, NE",Saline County,NE,31151
"Sarpy County, NE",Sarpy County,NE,31153
"Saunders County, NE",Saunders County,NE,31155
"Scotts Bluff County, NE",Scotts Bluff County,NE,31157
"Seward County, NE",Seward County,NE,31159
"Sheridan County, NE",Sheridan County,NE,31161
"Sherman County, NE",Sherman County,NE,31163
"Sioux County, NE",Sioux County,NE,31165
"Stanton County, NE",Stanton County,NE,31167
"Thayer County, NE",Thayer County,NE,31169
"Thomas County, NE",Thomas County,NE,31171
"Thurston County, NE",Thurston County,NE,31173
"Valley County, NE",Valley County,NE,31175
"Washington County, NE",Washington County,NE,31177
"Wayne County, NE",Wayne County,NE,31179
"Webster County, NE",Webster County,NE,31181
"Wheeler County, NE",Wheeler County,NE,31183
"York County, NE",York County,NE,31185
"Churchill County, NV",Churchill County,NV,32001
"Clark County, NV",Clark County,NV,32003
"Douglas County, NV",Douglas County,NV,32005
"Elko County, NV",Elko County,NV,32007
"Esmeralda County, NV",Esmeralda County,NV,32009
"Eureka County, NV",Eureka County,NV,32011
"Humboldt County, NV",Humboldt County,NV,32013
"Lander County, NV",Lander County,NV,32015
"Lincoln County, NV",Lincoln County,NV,32017
"Lyon County, NV",Lyon County,NV,32019
"Mineral County, NV",Mineral County,NV,32021
"Nye County, NV",Nye County,NV,32023
"Pershing County, NV",Pershing County,NV,32027
"Storey County, NV",Storey County,NV,32029
"Washoe County, NV",Washoe County,NV,32031
"White Pine County, NV",White Pine County,NV,32033
"Carson City, NV",Carson City,NV,32510
"Belknap County, NH",Belknap County,NH,33001
"Carroll County, NH",Carroll County,NH,33003
"Cheshire County, NH",Cheshire County,NH,33005
"Coos County, NH",Coos County,NH,33007
"Grafton County, NH",Grafton County,NH,33009
"Hillsborough County, NH",Hillsborough County,NH,33011
"Merrimack County, NH",Merrimack County,NH,33013
"Rockingham County, NH",Rockingham County,NH,33015
"Strafford County, NH",Strafford County,NH,33017
"Sullivan County, NH",Sullivan County,NH,33019
"Atlantic County, NJ",Atlantic County,NJ,34001
"Bergen County, NJ",Bergen County,NJ,34003
"Burlington County, NJ",Burlington County,NJ,34005
"Camden County, NJ",Camden County,NJ,34007
"Cape May County, NJ",Cape May County,NJ,34009
"Cumberland County, NJ",Cumberland County,NJ,34011
"Essex County, NJ",Essex County,NJ,34013
"Gloucester County, NJ",Gloucester County,NJ,34015
"Hudson County, NJ",Hudson County,NJ,34017
"Hunterdon County, NJ",Hunterdon County,NJ,34019
"Mercer County, NJ",Mercer County,NJ,34021
"Middlesex County, NJ",Middlesex County,NJ,34023
"Monmouth County, NJ",Monmouth County,NJ,34025
"Morris County, NJ",Morris County,NJ,34027
"Ocean County, NJ",Ocean County,NJ,34029
"Passaic County, NJ",Passaic County,NJ,34031
"Salem County, NJ",Salem County,NJ,34033
"Somerset County, NJ",Somerset County,NJ,34035
"Sussex County, NJ",Sussex County,NJ,34037
"Union County, NJ",Union County,NJ,34039
"Warren County, NJ",Warren County,NJ,34041
"Bernalillo County, NM",Bernalillo County,NM,35001
"Catron County, NM",Catron County,NM,35003
"Chaves County, NM",Chaves County,NM,35005
"Cibola County, NM",Cibola County,NM,35006
"Colfax County, NM",Colfax County,NM,35007
"Curry County, NM",Curry County,NM,35009
"De Baca County, NM",De Baca County,NM,35011
"Dona Ana County, NM",Dona Ana County,NM,35013
"Eddy County, NM",Eddy County,NM,35015
"Grant County, NM",Grant County,NM,35017
"Guadalupe County, NM",Guadalupe County,NM,35019
"Harding County, NM",Harding County,NM,35021
"Hidalgo County, NM",Hidalgo County,NM,35023
"Lea County, NM",Lea County,NM,35025
"Lincoln County, NM",Lincoln County,NM,35027
"Los Alamos County, NM",Los Alamos County,NM,35028
"Luna County, NM",Luna County,NM,35029
"McKinley County, NM",McKinley County,NM,35031
"Mora County, NM",Mora County,NM,35033
"Otero County, NM",Otero County,NM,35035
"Quay County, NM",Quay County,NM,35037
"Rio Arriba County, NM",Rio Arriba County,NM,35039
"Roosevelt County, NM",Roosevelt County,NM,35041
"Sandoval County, NM",Sandoval County,NM,35043
"San Juan County, NM",San Juan County,NM,35045
"San Miguel County, NM",San Miguel County,NM,35047
"Santa Fe County, NM",Santa Fe County,NM,35049
"Sierra County, NM",Sierra County,NM,35051
"Socorro County, NM",Socorro County,NM,35053
"Taos County, NM",Taos County,NM,35055
"Torrance County, NM",Torrance County,NM,35057
"Union County, NM",Union County,NM,35059
"Valencia County, NM",Valencia County,NM,35061
"New York City Unallocated/Probable, NY",New York City Unallocated/Probable,NY,00001
"Albany County, NY",Albany County,NY,36001
"Allegany County, NY",Allegany County,NY,36003
"Bronx County, NY",Bronx County,NY,36005
"Broome County, NY",Broome County,NY,36007
"Cattaraugus County, NY",Cattaraugus County,NY,36009
"Cayuga County, NY",Cayuga County,NY,36011
"Chautauqua County, NY",Chautauqua County,NY,36013
"Chemung County, NY",Chemung County,NY,36015
"Chenango County, NY",Chenango County,NY,36017
"Clinton County, NY",Clinton County,NY,36019
"Columbia County, NY",Columbia County,NY,36021
"Cortland County, NY",Cortland County,NY,36023
"Delaware County, NY",Delaware County,NY,36025
"Dutchess County, NY",Dutchess County,NY,36027
"Erie County, NY",Erie County,NY,36029
"Essex County, NY",Essex County,NY,36031
"Franklin County, NY",Franklin County,NY,36033
"Fulton County, NY",Fulton County,NY,36035
"Genesee County, NY",Genesee County,NY,36037
"Greene County, NY",Greene County,NY,36039
"Hamilton County, NY",Hamilton County,NY,36041
"Herkimer County, NY",Herkimer County,NY,36043
"Jefferson County, NY",Jefferson County,NY,36045
"Kings County, NY",Kings County,NY,36047
