"","X.1","X","Longitude","Latitude","OBJECTID","HOSPITAL_NAME","HOSPITAL_TYPE","NUM_STAFFED_BEDS","NUM_LICENSED_BEDS","NUM_ICU_BEDS","BED_UTILIZATION","Potential_Increase_In_Bed_Capac","Latitude.1","Longitude.1","Accuracy.Score","Accuracy.Type","Number","Street","City","State","County","Zip","Country","Source","text_tip","AVAIL_BEDS","AVAIL_ICU_BEDS"
"3370",3370,3370,-73.3718218,42.191204,1790,"Fairview Hospital","Critical Access Hospital",24,25,4,0.364376,1,42.191099,-73.371918,1,"rooftop","27","Lewis Ave","Great Barrington","MA","Berkshire County",1230,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Fairview Hospital</b><br>Berkshire County<br>Num Beds: 24<br>Num ICU Beds: 4<br>Bed Util: 0.36<br>Pot. Bed Increases: 1",15,3
"3371",3371,3371,-73.2492284,42.459638,1791,"Berkshire Medical Ctr","Short Term Acute Care Hospital",221,298,20,0.717553,77,42.459419,-73.249431,1,"rooftop","725","North St","Pittsfield","MA","Berkshire County",1201,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Berkshire Medical Ctr</b><br>Berkshire County<br>Num Beds: 221<br>Num ICU Beds: 20<br>Bed Util: 0.72<br>Pot. Bed Increases: 77",62,6
"3372",3372,3372,-71.0955896,41.9065419,1792,"Morton Hospital","Short Term Acute Care Hospital",93,125,12,0.616939,32,41.905949,-71.094968,0.99,"rooftop","88","Washington St","Taunton","MA","Bristol County",2780,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Morton Hospital</b><br>Bristol County<br>Num Beds: 93<br>Num ICU Beds: 12<br>Bed Util: 0.62<br>Pot. Bed Increases: 32",36,5
"3373",3373,3373,-71.1451574,41.709404,1793,"Charlton Memorial Hospital","Short Term Acute Care Hospital",328,328,58,0.462997,0,41.708879,-71.145281,0.99,"rooftop","363","Highland Ave","Fall River","MA","Bristol County",2720,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Charlton Memorial Hospital</b><br>Bristol County<br>Num Beds: 328<br>Num ICU Beds: 58<br>Bed Util: 0.46<br>Pot. Bed Increases: 0",176,31
"3374",3374,3374,-71.1635486,41.6927748,1794,"Saint Annes Hospital","Short Term Acute Care Hospital",175,211,12,0.587021,36,41.692527,-71.163709,1,"rooftop","306","Osborn St","Fall River","MA","Bristol County",2721,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Saint Annes Hospital</b><br>Bristol County<br>Num Beds: 175<br>Num ICU Beds: 12<br>Bed Util: 0.59<br>Pot. Bed Increases: 36",72,5
"3375",3375,3375,-71.2756732,41.94183,1795,"Sturdy Memorial Hospital","Short Term Acute Care Hospital",131,132,14,0.618697,1,41.942083,-71.274945,0.99,"rooftop","219","Park St","Attleboro","MA","Bristol County",2703,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Sturdy Memorial Hospital</b><br>Bristol County<br>Num Beds: 131<br>Num ICU Beds: 14<br>Bed Util: 0.62<br>Pot. Bed Increases: 1",50,5
"3376",3376,3376,-70.5805954,41.4606952,1796,"Marthas Vineyard Hospital","Critical Access Hospital",25,25,NA,0.57611,0,41.460168,-70.580921,0.99,"rooftop","26","Windemere Rd","Vineyard Haven","MA","Dukes County",2568,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Marthas Vineyard Hospital</b><br>Dukes County<br>Num Beds: 25<br>Num ICU Beds: NA<br>Bed Util: 0.58<br>Pot. Bed Increases: 0",11,NA
"3377",3377,3377,-71.1507002,42.7097587,1797,"Lawrence General Hospital","Short Term Acute Care Hospital",189,189,19,0.61467,0,42.709776,-71.151813,0.99,"rooftop","48","Allen St","Lawrence","MA","Essex County",1840,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Lawrence General Hospital</b><br>Essex County<br>Num Beds: 189<br>Num ICU Beds: 19<br>Bed Util: 0.61<br>Pot. Bed Increases: 0",73,7
"3378",3378,3378,-70.891512,42.8147477,1798,"Anna Jaques Hospital","Short Term Acute Care Hospital",123,123,8,0.559361,0,42.81503,-70.891998,0.99,"rooftop","22","Rawson Ave","Newburyport","MA","Essex County",1950,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Anna Jaques Hospital</b><br>Essex County<br>Num Beds: 123<br>Num ICU Beds: 8<br>Bed Util: 0.56<br>Pot. Bed Increases: 0",54,4
"3379",3379,3379,-70.8757261,42.5640529,1799,"Beverly Hospital","Short Term Acute Care Hospital",221,223,22,0.607358,2,42.563918,-70.875463,1,"rooftop","85","Herrick St","Beverly","MA","Essex County",1915,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Beverly Hospital</b><br>Essex County<br>Num Beds: 221<br>Num ICU Beds: 22<br>Bed Util: 0.61<br>Pot. Bed Increases: 2",87,9
"3380",3380,3380,-70.907117,42.510776,1800,"North Shore Medical Center - Salem Hospital","Short Term Acute Care Hospital",248,268,20,0.598308,20,42.511248,-70.906804,0.99,"rooftop","81","Highland Ave","Salem","MA","Essex County",1970,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>North Shore Medical Center - Salem Hospital</b><br>Essex County<br>Num Beds: 248<br>Num ICU Beds: 20<br>Bed Util: 0.6<br>Pot. Bed Increases: 20",100,8
"3381",3381,3381,-71.1680478,42.7275398,1801,"Holy Family Hospital - Methuen","Short Term Acute Care Hospital",385,385,29,0.457933,0,42.727787,-71.168394,1,"rooftop","70","East St","Methuen","MA","Essex County",1844,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Holy Family Hospital - Methuen</b><br>Essex County<br>Num Beds: 385<br>Num ICU Beds: 29<br>Bed Util: 0.46<br>Pot. Bed Increases: 0",209,16
"3382",3382,3382,-72.5923856,42.5962034,1802,"Baystate Franklin Medical Ctr","Short Term Acute Care Hospital",89,89,6,0.541019,0,42.5959,-72.592288,1,"rooftop","164","High St","Greenfield","MA","Franklin County",1301,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Baystate Franklin Medical Ctr</b><br>Franklin County<br>Num Beds: 89<br>Num ICU Beds: 6<br>Bed Util: 0.54<br>Pot. Bed Increases: 0",41,3
"3383",3383,3383,-72.341697,42.1694156,1803,"Baystate Wing Hospital","Short Term Acute Care Hospital",46,74,6,0.57296,28,42.169714,-72.341729,1,"rooftop","40","Wright St","Palmer","MA","Hampden County",1069,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Baystate Wing Hospital</b><br>Hampden County<br>Num Beds: 46<br>Num ICU Beds: 6<br>Bed Util: 0.57<br>Pot. Bed Increases: 28",20,3
"3384",3384,3384,-72.6274057,42.2002873,1804,"Holyoke Medical Center ","Short Term Acute Care Hospital",165,198,12,0.352611,33,42.200353,-72.627569,1,"rooftop","575","Beech St","Holyoke","MA","Hampden County",1040,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Holyoke Medical Center </b><br>Hampden County<br>Num Beds: 165<br>Num ICU Beds: 12<br>Bed Util: 0.35<br>Pot. Bed Increases: 33",107,8
"3385",3385,3385,-72.6037013,42.1216158,1805,"Baystate Medical Ctr","Short Term Acute Care Hospital",696,724,32,0.754751,28,42.121902,-72.602987,0.99,"rooftop","759","Chestnut St","Springfield","MA","Hampden County",1107,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Baystate Medical Ctr</b><br>Hampden County<br>Num Beds: 696<br>Num ICU Beds: 32<br>Bed Util: 0.75<br>Pot. Bed Increases: 28",171,8
"3386",3386,3386,-72.7604028,42.1179858,1806,"Baystate Noble Hospital ","Short Term Acute Care Hospital",82,97,6,0.408486,15,42.118034,-72.75976,0.99,"rooftop","115","W Silver St","Westfield","MA","Hampden County",1085,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Baystate Noble Hospital </b><br>Hampden County<br>Num Beds: 82<br>Num ICU Beds: 6<br>Bed Util: 0.41<br>Pot. Bed Increases: 15",49,4
"3387",3387,3387,-72.5933409,42.1144919,1807,"Mercy Medical Ctr","Short Term Acute Care Hospital",237,229,27,0.613317,-8,42.114732,-72.592954,0.99,"rooftop","300","Stafford St","Springfield","MA","Hampden County",1104,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Mercy Medical Ctr</b><br>Hampden County<br>Num Beds: 237<br>Num ICU Beds: 27<br>Bed Util: 0.61<br>Pot. Bed Increases: -8",92,10
"3388",3388,3388,-72.6531304,42.3305027,1808,"Cooley Dickinson Hospital","Short Term Acute Care Hospital",118,140,11,0.534664,22,42.330438,-72.65373,0.99,"rooftop","30","Locust St","Northampton","MA","Hampshire County",1060,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Cooley Dickinson Hospital</b><br>Hampshire County<br>Num Beds: 118<br>Num ICU Beds: 11<br>Bed Util: 0.53<br>Pot. Bed Increases: 22",55,5
"3389",3389,3389,-71.1042804,42.3748024,1809,"CHA Cambridge Hospital","Short Term Acute Care Hospital",200,189,18,0.480863,-11,42.374745,-71.104326,1,"rooftop","1493","Cambridge St","Cambridge","MA","Middlesex County",2139,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>CHA Cambridge Hospital</b><br>Middlesex County<br>Num Beds: 200<br>Num ICU Beds: 18<br>Bed Util: 0.48<br>Pot. Bed Increases: -11",104,9
"3390",3390,3390,-71.133776,42.374414,1810,"Mount Auburn Hospital","Short Term Acute Care Hospital",193,217,10,0.696586,24,42.373813,-71.132825,1,"nearest_street","1080","US Hwy 3","Cambridge","MA","Middlesex County",2138,"US","TIGER/Line® dataset from the US Census Bureau","<b>Mount Auburn Hospital</b><br>Middlesex County<br>Num Beds: 193<br>Num ICU Beds: 10<br>Bed Util: 0.7<br>Pot. Bed Increases: 24",59,3
"3391",3391,3391,-71.3422768,42.647737,1811,"Lowell General Hospital - Main Campus","Short Term Acute Care Hospital",407,239,40,0.539565,-168,42.647474,-71.341759,0.99,"rooftop","295","Varnum Ave","Lowell","MA","Middlesex County",1854,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Lowell General Hospital - Main Campus</b><br>Middlesex County<br>Num Beds: 407<br>Num ICU Beds: 40<br>Bed Util: 0.54<br>Pot. Bed Increases: -168",187,18
"3392",3392,3392,-71.0610124,42.4604103,1812,"MelroseWakefield Hospital","Short Term Acute Care Hospital",234,234,12,0.57964,0,42.460231,-71.061109,1,"rooftop","585","Lebanon St","Melrose","MA","Middlesex County",2176,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>MelroseWakefield Hospital</b><br>Middlesex County<br>Num Beds: 234<br>Num ICU Beds: 12<br>Bed Util: 0.58<br>Pot. Bed Increases: 0",98,5
"3393",3393,3393,-71.5540829,42.3543702,1813,"UMass Memorial Marlborough Hospital","Short Term Acute Care Hospital",67,79,10,0.710693,12,42.353993,-71.554096,0.99,"rooftop","156","Highland St","Marlborough","MA","Middlesex County",1752,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>UMass Memorial Marlborough Hospital</b><br>Middlesex County<br>Num Beds: 67<br>Num ICU Beds: 10<br>Bed Util: 0.71<br>Pot. Bed Increases: 12",19,3
"3394",3394,3394,-71.5739659,42.5772839,1814,"Nashoba Valley Medical Ctr","Short Term Acute Care Hospital",57,77,6,0.264215,20,42.577493,-71.573984,1,"rooftop","190","Groton Rd","Ayer","MA","Middlesex County",1432,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Nashoba Valley Medical Ctr</b><br>Middlesex County<br>Num Beds: 57<br>Num ICU Beds: 6<br>Bed Util: 0.26<br>Pot. Bed Increases: 20",42,4
"3395",3395,3395,-71.3754621,42.4521827,1815,"Emerson Hospital","Short Term Acute Care Hospital",111,150,14,0.48197,39,42.451608,-71.375984,0.99,"rooftop","131","Old Road To Nine Acre Cor","Concord","MA","Middlesex County",1742,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Emerson Hospital</b><br>Middlesex County<br>Num Beds: 111<br>Num ICU Beds: 14<br>Bed Util: 0.48<br>Pot. Bed Increases: 39",58,7
"3396",3396,3396,-71.2464373,42.3306338,1816,"Newton-Wellesley Hospital","Short Term Acute Care Hospital",241,265,12,0.574194,24,42.331059,-71.24567,0.99,"rooftop","2000","Washington St","Newton Lower Falls","MA","Middlesex County",2462,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Newton-Wellesley Hospital</b><br>Middlesex County<br>Num Beds: 241<br>Num ICU Beds: 12<br>Bed Util: 0.57<br>Pot. Bed Increases: 24",103,5
"3397",3397,3397,-71.1226709,42.4659009,1817,"Winchester Hospital","Short Term Acute Care Hospital",229,229,10,0.559145,0,42.465983,-71.122786,1,"rooftop","41","Highland Ave","Winchester","MA","Middlesex County",1890,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Winchester Hospital</b><br>Middlesex County<br>Num Beds: 229<br>Num ICU Beds: 10<br>Bed Util: 0.56<br>Pot. Bed Increases: 0",101,4
"3398",3398,3398,-71.4189431,42.2850808,1818,"MetroWest Medical Center - Framingham Union Hospital","Short Term Acute Care Hospital",216,147,22,0.386299,-69,42.285432,-71.418599,0.99,"rooftop","115","Lincoln St","Framingham","MA","Middlesex County",1702,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>MetroWest Medical Center - Framingham Union Hospital</b><br>Middlesex County<br>Num Beds: 216<br>Num ICU Beds: 22<br>Bed Util: 0.39<br>Pot. Bed Increases: -69",133,14
"3399",3399,3399,-71.2047075,42.4840428,1819,"Lahey Hospital & Medical Center - Burlington ","Short Term Acute Care Hospital",335,335,52,0.900218,0,42.482103,-71.202563,1,"nearest_street","","US 3","Burlington","MA","Middlesex County",1803,"US","TIGER/Line® dataset from the US Census Bureau","<b>Lahey Hospital & Medical Center - Burlington </b><br>Middlesex County<br>Num Beds: 335<br>Num ICU Beds: 52<br>Bed Util: 0.9<br>Pot. Bed Increases: 0",33,5
"3400",3400,3400,-70.101002,41.275084,1820,"Nantucket Cottage Hospital","Short Term Acute Care Hospital",19,19,NA,0.303821,0,41.275288,-70.100851,1,"rooftop","57","Prospect St","Nantucket","MA","Nantucket County",2554,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Nantucket Cottage Hospital</b><br>Nantucket County<br>Num Beds: 19<br>Num ICU Beds: NA<br>Bed Util: 0.3<br>Pot. Bed Increases: 0",13,NA
"3401",3401,3401,-71.2019413,42.189271,1821,"Norwood Hospital","Short Term Acute Care Hospital",149,215,10,0.593472,66,42.188588,-71.202061,0.99,"rooftop","800","Washington St","Norwood","MA","Norfolk County",2062,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Norwood Hospital</b><br>Norfolk County<br>Num Beds: 149<br>Num ICU Beds: 10<br>Bed Util: 0.59<br>Pot. Bed Increases: 66",61,4
"3402",3402,3402,-71.0771688,42.2514407,1822,"Beth Israel Deaconess Hospital - Milton ","Short Term Acute Care Hospital",102,88,8,0.578512,-14,42.251539,-71.077646,0.99,"rooftop","92","Highland St","Milton","MA","Norfolk County",2186,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Beth Israel Deaconess Hospital - Milton </b><br>Norfolk County<br>Num Beds: 102<br>Num ICU Beds: 8<br>Bed Util: 0.58<br>Pot. Bed Increases: -14",43,3
"3403",3403,3403,-70.9542352,42.1757868,1823,"South Shore Hospital","Short Term Acute Care Hospital",392,370,34,0.77305,-22,42.175733,-70.954207,1,"rooftop","55","Fogg Rd","Weymouth","MA","Norfolk County",2190,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>South Shore Hospital</b><br>Norfolk County<br>Num Beds: 392<br>Num ICU Beds: 34<br>Bed Util: 0.77<br>Pot. Bed Increases: -22",89,8
"3404",3404,3404,-71.2366552,42.2770426,1824,"Beth Israel Deaconess Hospital - Needham","Short Term Acute Care Hospital",58,58,7,0.47043,0,42.277184,-71.236653,1,"rooftop","148","Chestnut St","Needham","MA","Norfolk County",2492,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Beth Israel Deaconess Hospital - Needham</b><br>Norfolk County<br>Num Beds: 58<br>Num ICU Beds: 7<br>Bed Util: 0.47<br>Pot. Bed Increases: 0",31,4
"3405",3405,3405,-70.991421,42.0874254,1825,"Signature Healthcare Brockton Hospital","Short Term Acute Care Hospital",175,197,16,0.588055,22,42.08791,-70.991303,0.99,"rooftop","680","Centre St","Brockton","MA","Plymouth County",2302,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Signature Healthcare Brockton Hospital</b><br>Plymouth County<br>Num Beds: 175<br>Num ICU Beds: 16<br>Bed Util: 0.59<br>Pot. Bed Increases: 22",72,7
"3406",3406,3406,-70.6452871,41.9430573,1826,"Beth Israel Deaconess Hospital - Plymouth","Short Term Acute Care Hospital",145,164,13,0.76017,19,41.943,-70.645283,1,"rooftop","275","Sandwich St","Plymouth","MA","Plymouth County",2360,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Beth Israel Deaconess Hospital - Plymouth</b><br>Plymouth County<br>Num Beds: 145<br>Num ICU Beds: 13<br>Bed Util: 0.76<br>Pot. Bed Increases: 19",35,3
"3407",3407,3407,-71.0615518,42.0978285,1827,"Good Samaritan Medical Ctr","Short Term Acute Care Hospital",267,267,18,0.731606,0,42.097734,-71.061721,1,"rooftop","235","N Pearl St","Brockton","MA","Plymouth County",2301,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Good Samaritan Medical Ctr</b><br>Plymouth County<br>Num Beds: 267<br>Num ICU Beds: 18<br>Bed Util: 0.73<br>Pot. Bed Increases: 0",72,5
"3408",3408,3408,-71.063308,42.349512,1828,"Tufts Medical Ctr","Short Term Acute Care Hospital",364,415,98,0.658934,51,42.349643,-71.063515,1,"rooftop","800","Washington St","Boston","MA","Suffolk County",2111,"US","City of Boston","<b>Tufts Medical Ctr</b><br>Suffolk County<br>Num Beds: 364<br>Num ICU Beds: 98<br>Bed Util: 0.66<br>Pot. Bed Increases: 51",124,33
"3409",3409,3409,-71.1287817,42.3016411,1829,"Brigham and Womens Faulkner Hospital","Short Term Acute Care Hospital",147,162,NA,0.665148,15,42.30156,-71.128349,1,"rooftop","1153","Centre St","Jamaica Plain","MA","Suffolk County",2130,"US","City of Boston","<b>Brigham and Womens Faulkner Hospital</b><br>Suffolk County<br>Num Beds: 147<br>Num ICU Beds: NA<br>Bed Util: 0.67<br>Pot. Bed Increases: 15",49,NA
"3410",3410,3410,-71.1067408,42.3362036,1830,"Brigham and Womens Hospital","Short Term Acute Care Hospital",804,763,NA,0.915444,-41,42.335944,-71.106749,1,"rooftop","75","Francis St","Boston","MA","Suffolk County",2115,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Brigham and Womens Hospital</b><br>Suffolk County<br>Num Beds: 804<br>Num ICU Beds: NA<br>Bed Util: 0.92<br>Pot. Bed Increases: -41",68,NA
"3411",3411,3411,-71.1050255,42.3396481,1831,"Beth Israel Deaconess Medical Ctr","Short Term Acute Care Hospital",679,673,77,0.854129,-6,42.33982,-71.10568,0.99,"rooftop","330","Brookline Ave","Boston","MA","Suffolk County",2115,"US","City of Boston","<b>Beth Israel Deaconess Medical Ctr</b><br>Suffolk County<br>Num Beds: 679<br>Num ICU Beds: 77<br>Bed Util: 0.85<br>Pot. Bed Increases: -6",99,11
"3412",3412,3412,-71.107263,42.3293963,1832,"New England Baptist Hospital","Short Term Acute Care Hospital",98,118,10,0.580794,20,42.32974,-71.10673,0.99,"rooftop","125","Parker Hill Ave","Boston","MA","Suffolk County",2120,"US","City of Boston","<b>New England Baptist Hospital</b><br>Suffolk County<br>Num Beds: 98<br>Num ICU Beds: 10<br>Bed Util: 0.58<br>Pot. Bed Increases: 20",41,4
"3413",3413,3413,-71.1476809,42.3489582,1833,"St Elizabeths Medical Ctr","Short Term Acute Care Hospital",212,252,46,0.674994,40,42.348907,-71.147431,1,"rooftop","11","Nevins St","Brighton","MA","Suffolk County",2135,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>St Elizabeths Medical Ctr</b><br>Suffolk County<br>Num Beds: 212<br>Num ICU Beds: 46<br>Bed Util: 0.67<br>Pot. Bed Increases: 40",69,15
"3414",3414,3414,-71.0688334,42.3631542,1834,"Massachusetts General Hospital","Short Term Acute Care Hospital",987,1035,20,0.83802,48,42.363198,-71.068772,1,"rooftop","55","Fruit St","Boston","MA","Suffolk County",2114,"US","City of Boston","<b>Massachusetts General Hospital</b><br>Suffolk County<br>Num Beds: 987<br>Num ICU Beds: 20<br>Bed Util: 0.84<br>Pot. Bed Increases: 48",160,3
"3415",3415,3415,-71.0699601,42.3626334,1835,"Massachusetts Eye and Ear","Short Term Acute Care Hospital",41,41,NA,0.31273,0,42.36275,-71.07009,1,"rooftop","243-245","Charles St","Boston","MA","Suffolk County",2114,"US","City of Boston","<b>Massachusetts Eye and Ear</b><br>Suffolk County<br>Num Beds: 41<br>Num ICU Beds: NA<br>Bed Util: 0.31<br>Pot. Bed Increases: 0",28,NA
"3416",3416,3416,-71.0657391,42.2774856,1836,"Carney Hospital","Short Term Acute Care Hospital",110,159,10,0.566376,49,42.277396,-71.065727,1,"rooftop","2120","Dorchester Ave","Boston","MA","Suffolk County",2124,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Carney Hospital</b><br>Suffolk County<br>Num Beds: 110<br>Num ICU Beds: 10<br>Bed Util: 0.57<br>Pot. Bed Increases: 49",48,4
"3417",3417,3417,-71.0740118,42.334447,1837,"Boston Medical Ctr","Short Term Acute Care Hospital",432,582,71,0.784792,150,42.334646,-71.07412,1,"rooftop","850","Harrison Ave","Boston","MA","Suffolk County",2118,"US","City of Boston","<b>Boston Medical Ctr</b><br>Suffolk County<br>Num Beds: 432<br>Num ICU Beds: 71<br>Bed Util: 0.78<br>Pot. Bed Increases: 150",93,15
"3418",3418,3418,-71.1081799,42.3374515,1838,"Dana Farber Cancer Institute","Short Term Acute Care Hospital",30,30,NA,0.952877,0,42.337593,-71.108279,1,"rooftop","450","Brookline Ave","Boston","MA","Suffolk County",2115,"US","City of Boston","<b>Dana Farber Cancer Institute</b><br>Suffolk County<br>Num Beds: 30<br>Num ICU Beds: NA<br>Bed Util: 0.95<br>Pot. Bed Increases: 0",1,NA
"3419",3419,3419,-71.1052864,42.3376672,1839,"Boston Childrens Hospital","Childrens Hospital",415,404,121,0.794303,-11,42.33774,-71.10568,1,"rooftop","320","Longwood Ave","Boston","MA","Suffolk County",2115,"US","City of Boston","<b>Boston Childrens Hospital</b><br>Suffolk County<br>Num Beds: 415<br>Num ICU Beds: 121<br>Bed Util: 0.79<br>Pot. Bed Increases: -11",85,25
"3420",3420,3420,-72.2086842,42.5850878,1840,"Athol Hospital ","Critical Access Hospital",25,21,NA,0.407781,-4,42.585424,-72.208873,0.99,"rooftop","2033","Main St","Athol","MA","Worcester County",1331,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Athol Hospital </b><br>Worcester County<br>Num Beds: 25<br>Num ICU Beds: NA<br>Bed Util: 0.41<br>Pot. Bed Increases: -4",15,NA
"3421",3421,3421,-71.7616372,42.2776728,1841,"UMass Memorial Medical Center - University Campus","Short Term Acute Care Hospital",600,779,82,0.850095,179,42.277574,-71.761672,1,"rooftop","55","Lake Ave N","Worcester","MA","Worcester County",1605,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>UMass Memorial Medical Center - University Campus</b><br>Worcester County<br>Num Beds: 600<br>Num ICU Beds: 82<br>Bed Util: 0.85<br>Pot. Bed Increases: 179",90,12
"3422",3422,3422,-71.7957451,42.2668114,1842,"St Vincent Hospital","Short Term Acute Care Hospital",259,283,NA,0.669545,24,42.266834,-71.795927,1,"rooftop","150","Central St","Worcester","MA","Worcester County",1608,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>St Vincent Hospital</b><br>Worcester County<br>Num Beds: 259<br>Num ICU Beds: NA<br>Bed Util: 0.67<br>Pot. Bed Increases: 24",86,NA
"3423",3423,3423,-72.0420277,42.0785117,1843,"Harrington Memorial Hospital","Short Term Acute Care Hospital",114,114,6,0.421866,0,42.078547,-72.042026,1,"rooftop","100","South St","Southbridge","MA","Worcester County",1550,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Harrington Memorial Hospital</b><br>Worcester County<br>Num Beds: 114<br>Num ICU Beds: 6<br>Bed Util: 0.42<br>Pot. Bed Increases: 0",66,3
"3424",3424,3424,-71.761278,42.5410183,1844,"UMass Memorial HealthAlliance - Leominster Campus","Short Term Acute Care Hospital",130,122,10,0.594078,-8,42.54169,-71.761044,0.99,"rooftop","30","N Main Pkwy","Leominster","MA","Worcester County",1453,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>UMass Memorial HealthAlliance - Leominster Campus</b><br>Worcester County<br>Num Beds: 130<br>Num ICU Beds: 10<br>Bed Util: 0.59<br>Pot. Bed Increases: -8",53,4
"3425",3425,3425,-71.7949143,42.2763579,1845,"AdCare Hospital of Worcester","Short Term Acute Care Hospital",114,114,NA,0.913963,0,42.27639,-71.795008,1,"rooftop","107","Lincoln St","Worcester","MA","Worcester County",1605,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>AdCare Hospital of Worcester</b><br>Worcester County<br>Num Beds: 114<br>Num ICU Beds: NA<br>Bed Util: 0.91<br>Pot. Bed Increases: 0",10,NA
"3426",3426,3426,-71.6929665,42.4274066,1846,"UMass Memorial HealthAlliance - Clinton Campus","Short Term Acute Care Hospital",21,41,NA,0.275408,20,42.427395,-71.692473,0.99,"rooftop","201","Highland St","Clinton","MA","Worcester County",1510,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>UMass Memorial HealthAlliance - Clinton Campus</b><br>Worcester County<br>Num Beds: 21<br>Num ICU Beds: NA<br>Bed Util: 0.28<br>Pot. Bed Increases: 20",15,NA
"3427",3427,3427,-71.5288105,42.1333439,1847,"Milford Regional Medical Ctr","Short Term Acute Care Hospital",145,145,10,0.589249,0,42.133196,-71.528696,1,"rooftop","14","Prospect St","Milford","MA","Worcester County",1757,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Milford Regional Medical Ctr</b><br>Worcester County<br>Num Beds: 145<br>Num ICU Beds: 10<br>Bed Util: 0.59<br>Pot. Bed Increases: 0",60,4
"3428",3428,3428,-71.9870741,42.5864219,1848,"Heywood Hospital","Short Term Acute Care Hospital",114,134,11,0.377914,20,42.586374,-71.987087,1,"rooftop","242","Green St","Gardner","MA","Worcester County",1440,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Heywood Hospital</b><br>Worcester County<br>Num Beds: 114<br>Num ICU Beds: 11<br>Bed Util: 0.38<br>Pot. Bed Increases: 20",71,7
